requirement_id,claim_id,chapter,categories,component_candidates,source_path,implementation_status,verification_status
REQ-01203,EAR1-C13-0045,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01204,EAR1-C13-0047,13,measurement;evidence;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01205,EAR1-C13-0049,13,measurement,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01206,EAR1-C13-0050,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01207,EAR1-C13-0051,13,evidence;failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01208,EAR1-C13-0053,13,measurement;evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01209,EAR1-C13-0055,13,failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01210,EAR1-C13-0056,13,measurement;evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01211,EAR1-C13-0057,13,measurement,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01212,EAR1-C13-0059,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01213,EAR1-C13-0063,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01214,EAR1-C13-0064,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01215,EAR1-C13-0067,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01216,EAR1-C13-0069,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01217,EAR1-C13-0070,13,evidence;verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01218,EAR1-C13-0071,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01219,EAR1-C13-0075,13,evidence;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01220,EAR1-C13-0077,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01221,EAR1-C13-0079,13,measurement;evidence;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01222,EAR1-C13-0080,13,measurement;evidence;failure_recovery;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01223,EAR1-C13-0081,13,failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01224,EAR1-C13-0084,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01225,EAR1-C13-0085,13,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01226,EAR1-C13-0086,13,evidence;failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01227,EAR1-C13-0088,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01228,EAR1-C13-0089,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01229,EAR1-C13-0092,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01230,EAR1-C13-0093,13,verification;failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01231,EAR1-C13-0094,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01232,EAR1-C13-0096,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01233,EAR1-C13-0097,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01234,EAR1-C13-0098,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01235,EAR1-C13-0101,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01236,EAR1-C13-0102,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01237,EAR1-C13-0105,13,verification;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01238,EAR1-C13-0106,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01239,EAR1-C13-0108,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01240,EAR1-C13-0111,13,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01241,EAR1-C13-0112,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01242,EAR1-C13-0114,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01243,EAR1-C13-0116,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01244,EAR1-C13-0117,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01245,EAR1-C13-0119,13,evidence;failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01246,EAR1-C13-0120,13,failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01247,EAR1-C13-0121,13,evidence;failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01248,EAR1-C13-0122,13,failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01249,EAR1-C13-0124,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01250,EAR1-C13-0128,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01251,EAR1-C13-0129,13,evidence;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01252,EAR1-C13-0130,13,evidence;verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01253,EAR1-C13-0131,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01254,EAR1-C13-0132,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01255,EAR1-C13-0133,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01256,EAR1-C13-0134,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01257,EAR1-C13-0135,13,verification;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01258,EAR1-C13-0137,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01259,EAR1-C13-0140,13,measurement,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01260,EAR1-C13-0141,13,evidence;verification;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01261,EAR1-C13-0142,13,verification;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01262,EAR1-C13-0143,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01263,EAR1-C13-0145,13,measurement;evidence;failure_recovery;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01264,EAR1-C13-0148,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01265,EAR1-C13-0149,13,evidence;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01266,EAR1-C13-0154,13,evidence;verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01267,EAR1-C13-0155,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01268,EAR1-C13-0159,13,measurement;evidence;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01269,EAR1-C13-0162,13,measurement;verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01270,EAR1-C13-0163,13,evidence;verification;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01271,EAR1-C13-0164,13,verification;failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01272,EAR1-C13-0168,13,evidence;failure_recovery,COMP-003,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01273,EAR1-C13-0171,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01274,EAR1-C13-0173,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01275,EAR1-C13-0174,13,human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01276,EAR1-C13-0179,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01277,EAR1-C13-0180,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01278,EAR1-C13-0181,13,failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01279,EAR1-C13-0182,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01280,EAR1-C13-0183,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01281,EAR1-C13-0185,13,measurement;evidence;human_authority,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01282,EAR1-C13-0186,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01283,EAR1-C13-0187,13,measurement;failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01284,EAR1-C13-0192,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01285,EAR1-C13-0198,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01286,EAR1-C13-0206,13,evidence,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01287,EAR1-C13-0213,13,failure_recovery,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01288,EAR1-C13-0228,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01289,EAR1-C13-0229,13,verification,,Moodify_Ear_v1_Chapter_13_Package/Moodify_Ear_v1_Chapter_13/Moodify_Ear_v1_Chapter_13.md,UNMAPPED,UNVERIFIED
REQ-01290,EAR1-C14-0001,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01291,EAR1-C14-0004,14,measurement,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01292,EAR1-C14-0006,14,measurement;evidence;verification;human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01293,EAR1-C14-0007,14,human_authority,COMP-012,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01294,EAR1-C14-0009,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01295,EAR1-C14-0010,14,evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01296,EAR1-C14-0011,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01297,EAR1-C14-0012,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01298,EAR1-C14-0013,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01299,EAR1-C14-0014,14,measurement,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01300,EAR1-C14-0015,14,evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01301,EAR1-C14-0016,14,evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01302,EAR1-C14-0018,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01303,EAR1-C14-0019,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01304,EAR1-C14-0020,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01305,EAR1-C14-0021,14,evidence;human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01306,EAR1-C14-0022,14,evidence;failure_recovery;human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01307,EAR1-C14-0023,14,evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01308,EAR1-C14-0024,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01309,EAR1-C14-0025,14,evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01310,EAR1-C14-0026,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01311,EAR1-C14-0027,14,verification;human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01312,EAR1-C14-0028,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01313,EAR1-C14-0031,14,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01314,EAR1-C14-0032,14,measurement;verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01315,EAR1-C14-0033,14,failure_recovery,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01316,EAR1-C14-0036,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01317,EAR1-C14-0041,14,evidence;verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01318,EAR1-C14-0042,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01319,EAR1-C14-0048,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01320,EAR1-C14-0054,14,evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01321,EAR1-C14-0055,14,verification;human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01322,EAR1-C14-0058,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01323,EAR1-C14-0062,14,measurement;human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01324,EAR1-C14-0063,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01325,EAR1-C14-0064,14,measurement,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01326,EAR1-C14-0065,14,measurement,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01327,EAR1-C14-0070,14,human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01328,EAR1-C14-0074,14,evidence;human_authority,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01329,EAR1-C14-0075,14,verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01330,EAR1-C14-0076,14,evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01331,EAR1-C14-0082,14,evidence;verification,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01332,EAR1-C14-0083,14,measurement,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
REQ-01333,EAR1-C14-0084,14,measurement;evidence,,Moodify_Ear_v1_Chapter_14_Package/Moodify_Ear_v1_Chapter_14/Moodify_Ear_v1_Chapter_14.md,UNMAPPED,UNVERIFIED
